8,Wartortle,sprite,Water,none,Torrent ,none,Rain dish ,59,63,80,65,80,58,#Icy Wind#False Swipe#Tackle#Water Gun#Withdraw#Tail Whip#Bubble#Rapid Spin#Water Pulse#Bite#Fake Out#Detect#Aqua Tail#Skull Bash#Iron Defense#Rain Dance#Hydro Pump#Aura Sphere#Blizzard#Brick Break#Dig#Dragon Pulse#Facade#Flip Turn#Gyro Ball#Hidden Power#Ice Beam#Ice Punch#Iron Tail#Protect#Reflect#Rest#Return#Rock Smash#Rock Tomb#Scald#Sleep Talk#Strength#Surf#Toxic#Waterfall#Weather Ball#Zen Headbutt#Body Slam#Celebrate#Focus Punch#Power-Up Punch#Snowscape#Substitute#Work Up#Aqua Jet#Aqua Ring#Brine#Flail#Haze#Life Dew#Mirror Coat#Mist#Mud Sport#Muddy Water#Refresh#Water Spout#Yawn#
9,Blastoise,sprite,Water,none,Torrent ,none,Rain dish ,79,83,100,85,105,78,#Scald#False Swipe#Flash Cannon#Icy Wind#Water Gun#Tail Whip#Withdraw#Bubble#Bite#Fake Out#Rapid Spin#Detect#Water Pulse#Aqua Tail#Skull Bash#Ice Beam#Iron Defense#Rain Dance#Hydro Pump#Shell Smash#Aura Sphere#Blizzard#Body Press#Brick Break#Bulldoze#Dark Pulse#Dig#Dragon Pulse#Dragon Tail#Earthquake#Facade#Flip Turn#Focus Blast#Gyro Ball#Hidden Power#Ice Punch#Iron Tail#Liquidation#Protect#Reflect#Rest#Return#Roar#Rock Slide#Rock Smash#Rock Tomb#Sleep Talk#Strength#Surf#Toxic#Waterfall#Weather Ball#Zen Headbutt#Body Slam#Celebrate#Focus Punch#Hydro Cannon#Power-Up Punch#Snowscape#Substitute#Work Up#Aqua Jet#Aqua Ring#Brine#Flail#Haze#Life Dew#Mirror Coat#Mist#Mud Sport#Muddy Water#Refresh#Water Spout#Yawn#
9,Blastoise-Mega,sprite,Water,none,Mega launcher ,none,none,79,103,120,135,115,78,#Scald#False Swipe#Flash Cannon#Icy Wind#Water Gun#Tail Whip#Withdraw#Bubble#Bite#Fake Out#Rapid Spin#Detect#Water Pulse#Aqua Tail#Skull Bash#Ice Beam#Iron Defense#Rain Dance#Hydro Pump#Shell Smash##Aqua Jet#Aqua Ring#Aura Sphere#Brine#Dragon Pulse#Flail#Haze#Life Dew#Mirror Coat#Mist#Mud Sport#Muddy Water#Refresh#Water Spout#Yawn#
10,Caterpie,sprite,Bug,none,Shield dust ,none,Run away ,45,30,35,20,20,45,#String Shot#Tackle#Bug Bite#Electroweb##
11,Metapod,sprite,Bug,none,Shed skin ,none,none,50,20,55,25,25,30,#Harden#Bug Bite#Electroweb#Iron Defense##
12,Butterfree,sprite,Bug,Flying,Compound eyes ,none,Tinted lens ,60,45,50,95,80,70,#Gust#Confusion#Pounce#Psybeam#Poison Powder#Sleep Powder#Stun Spore#Struggle Bug#Silver Wind#Supersonic#Safeguard#Air Cutter#Whirlwind#Bug Buzz#Rage Powder#Captivate#Tailwind#Air Slash#Quiver Dance#Acrobatics#Aerial Ace#Defog#Drain Kiss#Dual Wingbeat#Electroweb#Energy Ball#Facade#Flash#Fly#Future Sight#Giga Drain#Hidden Power#Hurricane#Protect#Psychic#Reflect#Rest#Return#Roost#Shadow Ball#Sleep Talk#Teleport#Thief#Toxic#U-turn#Venoshock#Bug Bite#Iron Defense#Rain Dance#Solar Beam#Substitute#Sunny Day##
12,Butterfree-Mega,sprite,Bug,Flying,Compound eyes ,none,none,60,45,100,140,100,80,#Gust#Confusion#Pounce#Psybeam#Poison Powder#Sleep Powder#Stun Spore#Struggle Bug#Silver Wind#Supersonic#Safeguard#Air Cutter#Whirlwind#Bug Buzz#Rage Powder#Captivate#Tailwind#Air Slash#Quiver Dance##
13,Weedle,sprite,Bug,Poison,Shield dust ,none,Run away ,40,35,30,20,20,50,#Poison Sting#String Shot#Bug Bite#Electroweb##
14,Kakuna,sprite,Bug,Poison,Shed skin ,none,none,45,25,50,25,25,35,#Harden#Bug Bite#Electroweb#Iron Defense##
15,Beedrill,sprite,Bug,Poison,Swarm ,none,Sniper ,65,90,40,45,80,75,#Twineedle#Fury Attack#Pounce#Cross Poison#Pursuit#Focus Energy#Venoshock#Assurance#Toxic Spikes#Pin Missile#Poison Jab#Agility#Endeavor#Fell Stinger#Megahorn#Acrobatics#Aerial Ace#Brick Break#Cut#Defog#Dual Wingbeat#Electroweb#Facade#Flash#Fly#Giga Drain#Gunk Shot#Hidden Power#Knock Off#Protect#Reflect#Rest#Return#Rock Smash#Roost#Sleep Talk#Sludge Bomb#Thief#Toxic#U-turn#X-Scissor#Bug Bite#Drill Run#Iron Defense#Solar Beam#Substitute#Sunny Day#Swords Dance#Tailwind##
15,Beedrill-Mega,sprite,Bug,Poison,Adaptability ,none,none,65,150,40,15,80,145,#Twineedle#Fury Attack#Pounce#Cross Poison#Pursuit#Focus Energy#Venoshock#Assurance#Toxic Spikes#Pin Missile#Poison Jab#Agility#Endeavor#Fell Stinger#Megahorn##
16,Pidgey,sprite,Normal,Flying,Frisk ,none,No guard ,40,45,40,35,35,56,#Tackle#Feather Dance#Gust#Quick Attack#Take Down#Whirlwind#Return#Roost#Agility#Fly#Tailwind#Mirror Move#Air Slash#Hurricane#Aerial Ace#Brave Bird#Defog#Dual Wingbeat#Facade#Heat Wave#Hidden Power#Pluck#Protect#Reflect#Rest#Sleep Talk#Steel Wing#Thief#Toxic#U-turn#Rain Dance#Substitute#Sunny Day#Uproar#Work Up#Air Cutter#Feint Attack#Foresight#Pursuit#
17,Pidgeotto,sprite,Normal,Flying,Frisk ,none,No guard ,63,60,55,50,50,71,#Dual Wingbeat#Tackle#Feather Dance#Gust#Quick Attack#Take Down#Whirlwind#Return#Roost#Agility#Air Slash#Mirror Move#Tailwind#Hurricane#Aerial Ace#Brave Bird#Defog#Facade#Fly#Heat Wave#Hidden Power#Pluck#Protect#Reflect#Rest#Sleep Talk#Steel Wing#Thief#Toxic#U-turn#Rain Dance#Substitute#Sunny Day#Uproar#Work Up#Air Cutter#Feint Attack#Foresight#Pursuit#
18,Pidgeot,sprite,Normal,Flying,Frisk ,none,No guard ,83,80,75,70,70,101,#Brave Bird#Dual Wingbeat#Heat Wave#Hurricane#Quick Attack#Tackle#Feather Dance#Gust#Whirlwind#Return#Roost#Agility#Air Slash#Mirror Move#Tailwind#Aerial Ace#Aura Sphere#Defog#Facade#Fly#Focus Blast#Hidden Power#Hyper Voice#Pluck#Protect#Reflect#Rest#Sleep Talk#Steel Wing#Thief#Toxic#U-turn#Rain Dance#Substitute#Sunny Day#Uproar#Work Up#Air Cutter#Feint Attack#Foresight#Pursuit#
18,Pidgeot-Mega,sprite,Normal,Flying,No guard ,none,none,83,80,80,135,80,121,#Brave Bird#Dual Wingbeat#Heat Wave#Hurricane#Quick Attack#Tackle#Feather Dance#Gust#Whirlwind#Return#Roost#Agility#Air Slash#Mirror Move#Tailwind##Air Cutter#Defog#Feint Attack#Foresight#Pursuit#Steel Wing#Uproar#
19,Rattata,sprite,Normal,none,Run away ,Guts ,Hustle ,30,56,35,25,35,72,#Bite#Tail Whip#Quick Attack#Focus Energy#Hyper Fang#Pursuit#Assurance#Crunch#Sucker Punch#Return#Super Fang#Double-Edge#Endeavor#Blizzard#Cut#Dig#Facade#Grass Knot#Hidden Power#Ice Beam#Icy Wind#Iron Tail#Pluck#Protect#Rest#Rock Smash#Shadow Ball#Sleep Talk#Sludge Bomb#Taunt#Thief#Thunder#Thunder Wave#Thunderbolt#Toxic#U-turn#Wild Charge#Zen Headbutt#Body Slam#Charge Beam#Rain Dance#Substitute#Sunny Day#Uproar#Work Up#Counter#Final Gambit#Flame Wheel#Fury Swipes#Me First#Revenge#Reversal#Screech#
19,Rattata-Alola,sprite,Dark,Normal,Gluttony ,Hustle ,Thick fat ,30,56,35,25,35,72,#Bite#Tail Whip#Quick Attack#Focus Energy#Hyper Fang#Pursuit#Assurance#Crunch#Sucker Punch#Super Fang#Double-Edge#Endeavor#Blizzard#Cut#Dark Pulse#Dig#Facade#Grass Knot#Hidden Power#Ice Beam#Icy Wind#Iron Tail#Pluck#Protect#Rest#Return#Shadow Ball#Sleep Talk#Sludge Bomb#Snarl#Taunt#Thief#Thunder#Thunder Wave#Thunderbolt#Toxic#U-turn#Zen Headbutt#Body Slam#Rain Dance#Substitute#Sunny Day#Uproar#Counter#Final Gambit#Fury Swipes#Me First#Revenge#Reversal#Snatch#Stockpile#Swallow#Switcheroo#
20,Raticate,sprite,Normal,none,Run away ,Guts ,Hustle ,60,91,60,50,70,97,#Sucker Punch#Quick Attack#Scary Face#Tackle#Tail Whip#Bite#Focus Energy#Hyper Fang#Pursuit#Zen Headbutt#Crunch#Return#Super Fang#Double-Edge#Endeavor#Blizzard#Close Combat#Cut#Dig#Facade#Grass Knot#Hidden Power#Ice Beam#Icy Wind#Iron Tail#Pluck#Protect#Rest#Roar#Rock Smash#Shadow Ball#Sleep Talk#Sludge Bomb#Stomping Tantrum#Strength#Taunt#Temper Flare#Thief#Thunder#Thunder Wave#Thunderbolt#Toxic#U-turn#Wild Charge#Body Slam#Charge Beam#Psychic Fangs#Rain Dance#Substitute#Sunny Day#Swords Dance#Uproar#Work Up#Counter#Final Gambit#Flame Wheel#Fury Swipes#Me First#Revenge#Reversal#Screech#
20,Raticate-Alola,sprite,Dark,Normal,Gluttony ,Hustle ,Thick fat ,75,86,70,40,80,77,#Feint Attack#Bite#Knock Off#Scary Face#Tail Whip#Quick Attack#Focus Energy#Hyper Fang#Pursuit#Zen Headbutt#Swords Dance#Crunch#Sucker Punch#Super Fang#Double-Edge#Endeavor#Blizzard#Close Combat#Cut#Dark Pulse#Dig#Facade#Grass Knot#Hidden Power#Ice Beam#Icy Wind#Iron Tail#Pluck#Protect#Rest#Return#Roar#Shadow Ball#Sleep Talk#Sludge Bomb#Sludge Wave#Snarl#Stomping Tantrum#Strength#Taunt#Temper Flare#Thief#Thunder#Thunder Wave#Thunderbolt#Toxic#U-turn#Venoshock#Body Slam#Bulk Up#Psychic Fangs#Rain Dance#Substitute#Sunny Day#Uproar#Counter#Final Gambit#Fury Swipes#Me First#Revenge#Reversal#Snatch#Stockpile#Swallow#Switcheroo#
21,Spearow,sprite,Normal,Flying,Frisk ,Technician ,Sniper ,40,60,30,31,31,70,#Growl#Peck#Quick Attack#Leer#Pursuit#Pluck#Fury Attack#Mirror Move#Assurance#Agility#Focus Energy#Roost#Drill Peck#Aerial Ace#Brave Bird#Defog#Dual Wingbeat#Facade#Fly#Heat Wave#Hidden Power#Protect#Rest#Return#Sleep Talk#Steel Wing#Thief#Toxic#U-turn#Drill Run#Rain Dance#Substitute#Sunny Day#Tailwind#Uproar#Work Up#Astonish#Feather Dance#Feint Attack#Razor Wind#Scary Face#Sky Attack#Tri Attack#Whirlwind#
22,Fearow,sprite,Normal,Flying,Frisk ,Technician ,Sniper ,65,100,65,61,61,115,#Double Hit#Drill Run#Focus Energy#Growl#Peck#Quick Attack#Leer#Pursuit#Fury Attack#Pluck#Mirror Move#Assurance#Agility#Dual Wingbeat#Roost#Drill Peck#Brave Bird#Aerial Ace#Defog#Facade#Fly#Heat Wave#Hidden Power#Protect#Rest#Return#Sleep Talk#Steel Wing#Thief#Toxic#U-turn#Rain Dance#Substitute#Sunny Day#Tailwind#Uproar#Work Up#Astonish#Feather Dance#Feint Attack#Razor Wind#Scary Face#Sky Attack#Tri Attack#Whirlwind#
23,Ekans,sprite,Poison,none,Intimidate ,Shed skin ,Corrosion ,35,60,44,40,54,55,#Leer#Wrap#Poison Sting#Bite#Glare#Poison Tail#Screech#Sucker Punch#Spit Up#Stockpile#Swallow#Poison Fang#Coil#Jaw Lock#Belch#Haze#Gunk Shot#Bulldoze#Dark Pulse#Dig#Earthquake#Facade#Giga Drain#Hidden Power#Iron Tail#Poison Jab#Protect#Rest#Return#Rock Slide#Rock Tomb#Scale Shot#Seed Bomb#Sleep Talk#Sludge Bomb#Sludge Wave#Strength#Thief#Toxic#Venoshock#Body Slam#Rain Dance#Substitute#Sunny Day#Toxic Spikes#Beat Up#Disable#Pursuit#Scary Face#Slam#Snatch#Spite#Switcheroo#
24,Arbok,sprite,Poison,Dark,Intimidate ,Shed skin ,Strong jaw ,75,95,75,65,79,80,#Poison Jab#Bite#Crunch#Fire Fang#Ice Fang#Leer#Thunder Fang#Wrap#Poison Sting#Glare#Poison Tail#Screech#Sucker Punch#Spit Up#Stockpile#Swallow#Poison Fang#Coil#Jaw Lock#Belch#Haze#Gunk Shot#Shed Tail#Bulldoze#Dark Pulse#Dig#Dragon Tail#Earthquake#Facade#Giga Drain#Hidden Power#Iron Tail#Protect#Rest#Return#Rock Slide#Rock Tomb#Scale Shot#Seed Bomb#Sleep Talk#Sludge Bomb#Sludge Wave#Stomping Tantrum#Strength#Thief#Toxic#Venoshock#Body Slam#Rain Dance#Substitute#Sunny Day#Toxic Spikes#Beat Up#Disable#Pursuit#Scary Face#Slam#Snatch#Spite#Switcheroo#
25,Pikachu,sprite,Electric,none,Static ,none,Lightning rod ,35,55,40,50,50,90,#Fake Out#Tail Whip#Thunder Shock#Baby-Doll Eyes#Growl#Play Nice#Quick Attack#Electro Ball#Thunder Wave#Feint#Spark#Nuzzle#Discharge#Extreme Speed#Thunderbolt#Agility#Wild Charge#Light Screen#Zippy Zap#Thunder#Brick Break#Dig#Drain Kiss#Electroweb#Facade#Flash#Grass Knot#Hidden Power#Iron Tail#Knock Off#Play Rough#Protect#Reflect#Rest#Return#Rising Voltage#Rock Smash#Sleep Talk#Strength#Surf#Thief#Thunder Punch#Toxic#Volt Switch#Alluring Voice#Body Slam#Calm Mind#Celebrate#Charge Beam#Focus Punch#Nasty Plot#Rain Dance#Substitute#Trailblaze#Uproar#Bestow#Bide#Charge#Disarm Cry#Double Slap#Electric Terrain#Encore#Endure#Flail#Lucky Chant#Present#Reversal#Tickle#Wish#
25,Pikachu-Surfing,sprite,Electric,Water,Static ,none,Lightning rod ,35,55,40,50,50,90,#Fake Out#Tail Whip#Thunder Shock#Baby-Doll Eyes#Growl#Play Nice#Quick Attack#Electro Ball#Thunder Wave#Feint#Spark#Nuzzle#Discharge#Extreme Speed#Thunderbolt#Agility#Wild Charge#Light Screen#Zippy Zap#Thunder#Brick Break#Dig#Drain Kiss#Electroweb#Facade#Flash#Grass Knot#Hidden Power#Iron Tail#Knock Off#Play Rough#Protect#Reflect#Rest#Return#Rising Voltage#Rock Smash#Sleep Talk#Strength#Surf#Thief#Thunder Punch#Toxic#Volt Switch#Body Slam#Charge Beam#Focus Punch#Nasty Plot#Rain Dance#Substitute#Uproar##
25,Pikachu-Flying,sprite,Electric,Flying,Static ,none,Lightning rod ,35,55,40,50,50,90,#Fake Out#Tail Whip#Thunder Shock#Baby-Doll Eyes#Growl#Play Nice#Quick Attack#Electro Ball#Thunder Wave#Feint#Spark#Nuzzle#Discharge#Extreme Speed#Thunderbolt#Agility#Wild Charge#Light Screen#Zippy Zap#Thunder#Air Slash#Brick Break#Dig#Drain Kiss#Electroweb#Facade#Flash#Fly#Grass Knot#Hidden Power#Hurricane#Iron Tail#Knock Off#Play Rough#Protect#Reflect#Rest#Return#Rising Voltage#Rock Smash#Sleep Talk#Strength#Surf#Thief#Thunder Punch#Toxic#Volt Switch#Body Slam#Charge Beam#Focus Punch#Nasty Plot#Rain Dance#Substitute#Uproar##
25,Pikachu-Cosplay,sprite,Electric,none,Lightning rod ,none,none,35,55,40,50,50,90,#Fake Out#Tail Whip#Thunder Shock#Baby-Doll Eyes#Growl#Play Nice#Quick Attack#Electro Ball#Thunder Wave#Feint#Spark#Nuzzle#Discharge#Extreme Speed#Thunderbolt#Agility#Wild Charge#Light Screen#Zippy Zap#Thunder#Brick Break#Dig#Drain Kiss#Electroweb#Facade#Flash#Grass Knot#Hidden Power#Iron Tail#Knock Off#Play Rough#Protect#Reflect#Rest#Return#Rising Voltage#Rock Smash#Sleep Talk#Strength#Surf#Thief#Thunder Punch#Toxic#Volt Switch#Body Slam#Charge Beam#Focus Punch#Nasty Plot#Rain Dance#Substitute#Uproar##
25,Pikachu-Libre,sprite,Electric,Fighting,Lightning rod ,none,none,35,55,40,50,50,90,#Fake Out#Tail Whip#Thunder Shock#Baby-Doll Eyes#Growl#Play Nice#Quick Attack#Electro Ball#Thunder Wave#Feint#Spark#Nuzzle#Discharge#Extreme Speed#Thunderbolt#Agility#Wild Charge#Light Screen#Zippy Zap#Thunder#Brick Break#Close Combat#Dig#Drain Kiss#Electroweb#Facade#Flash#Grass Knot#Hidden Power#Iron Tail#Knock Off#Play Rough#Protect#Reflect#Rest#Return#Rising Voltage#Rock Smash#Sleep Talk#Strength#Surf#Thief#Thunder Punch#Toxic#Volt Switch#Body Slam#Charge Beam#Focus Punch#Nasty Plot#Rain Dance#Substitute#Uproar##
25,Pikachu-Pop-Star,sprite,Electric,Fairy,Lightning rod ,none,none,35,55,40,50,50,90,#Fake Out#Tail Whip#Thunder Shock#Baby-Doll Eyes#Growl#Play Nice#Quick Attack#Electro Ball#Thunder Wave#Feint#Spark#Nuzzle#Discharge#Extreme Speed#Thunderbolt#Agility#Wild Charge#Light Screen#Zippy Zap#Thunder#Brick Break#Dazzling Gleam#Dig#Drain Kiss#Electroweb#Facade#Flash#Grass Knot#Hidden Power#Iron Tail#Knock Off#Play Rough#Protect#Reflect#Rest#Return#Rising Voltage#Rock Smash#Sleep Talk#Strength#Surf#Thief#Thunder Punch#Toxic#Volt Switch#Body Slam#Charge Beam#Focus Punch#Nasty Plot#Rain Dance#Substitute#Uproar##
25,Pikachu-Rock-Star,sprite,Electric,Steel,Lightning rod ,none,none,35,55,40,50,50,90,#Fake Out#Tail Whip#Thunder Shock#Baby-Doll Eyes#Growl#Play Nice#Quick Attack#Electro Ball#Thunder Wave#Feint#Spark#Nuzzle#Discharge#Extreme Speed#Thunderbolt#Agility#Wild Charge#Light Screen#Zippy Zap#Thunder#Brick Break#Dig#Drain Kiss#Electroweb#Facade#Flash#Grass Knot#Hidden Power#Iron Head#Iron Tail#Knock Off#Play Rough#Protect#Reflect#Rest#Return#Rising Voltage#Rock Smash#Sleep Talk#Steel Beam#Strength#Surf#Thief#Thunder Punch#Toxic#Volt Switch#Body Slam#Charge Beam#Focus Punch#Nasty Plot#Rain Dance#Substitute#Uproar##
25,Pikachu-Belle,sprite,Electric,Ice,Lightning rod ,none,none,35,55,40,50,50,90,#Fake Out#Tail Whip#Thunder Shock#Baby-Doll Eyes#Growl#Play Nice#Quick Attack#Electro Ball#Thunder Wave#Feint#Spark#Nuzzle#Discharge#Extreme Speed#Thunderbolt#Agility#Wild Charge#Light Screen#Zippy Zap#Thunder#Brick Break#Dig#Drain Kiss#Electroweb#Facade#Flash#Grass Knot#Hidden Power#Iron Tail#Knock Off#Play Rough#Protect#Reflect#Rest#Return#Rising Voltage#Rock Smash#Sleep Talk#Strength#Surf#Thief#Thunder Punch#Toxic#Volt Switch#Body Slam#Charge Beam#Focus Punch#Icicle Spear#Nasty Plot#Rain Dance#Substitute#Uproar##
25,Pikachu-PhD,sprite,Electric,Psychic,Lightning rod ,none,none,35,55,40,50,50,90,#Fake Out#Tail Whip#Thunder Shock#Baby-Doll Eyes#Growl#Play Nice#Quick Attack#Electro Ball#Thunder Wave#Feint#Spark#Nuzzle#Discharge#Extreme Speed#Thunderbolt#Agility#Wild Charge#Light Screen#Zippy Zap#Thunder#Brick Break#Dig#Drain Kiss#Electroweb#Facade#Flash#Grass Knot#Hidden Power#Iron Tail#Knock Off#Play Rough#Protect#Psychic#Psychic Noise#Reflect#Rest#Return#Rising Voltage#Rock Smash#Sleep Talk#Strength#Surf#Thief#Thunder Punch#Toxic#Volt Switch#Zen Headbutt#Body Slam#Charge Beam#Focus Punch#Nasty Plot#Rain Dance#Substitute#Uproar##
